Brand,Competitive,Related
Billy Goat Tavern,[],"['Little Caesars', 'Manchu Wok', 'White Castle', 'Shake Shack', ""Culver's"", ""Dunkin'"", 'Insomnia Cookies', ""Raising Cane's"", ""Peet's Coffee"", 'Subway', 'Sweetgreen', ""Harold's Chicken Shack"", 'Panda Express', 'Chick-fil-A', 'Jollibee', ""Steak 'n Shake"", ""Auntie Anne's"", 'Louisiana Famous Fried Chicken', 'TCBY', 'The Halal Guys', 'Einstein Bros. Bagels', ""Jimmy John's"", 'Dairy Queen', 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'Noodles & Company', 'Taco Bell', 'MOD Pizza', 'Five Guys', 'The Original Pancake House', 'Baskin-Robbins', 'Starbucks', 'Cold Stone Creamery', ""Jersey Mike's Subs"", 'Pizza Hut', 'Burger King', 'Sbarro', ""Domino's"", 'Panera Bread', 'Argo Tea', 'Blaze Pizza', ""Seattle's Best Coffee"", ""Arby's"", ""McDonald's"", 'Boston Market', 'Cinnabon', 'Wingstop', 'Checkers', ""Church's Chicken"", 'Così', 'Potbelly', 'Chipotle', ""Portillo's"", ""Wendy's"", 'Jamba', 'Qdoba', 'Corner Bakery', 'Popeyes', ""Jason's Deli"", 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
Supermercado El Güero #8,[],[]
Buffalo Wild Wings,[],"[""Church's Chicken"", 'Chick-fil-A', 'Jollibee', 'Krispy Krunchy Chicken', 'Boston Market', 'Louisiana Famous Fried Chicken', ""Nando's"", 'The Halal Guys', 'Pollo Campero', 'Popeyes', 'Wingstop', 'KFC', ""Raising Cane's"", 'Hooters', ""Harold's Chicken Shack""]"
Mile Square Health Center,[],[]
Sephora,[],[]
McCormick Place North Building,[],[]
Shoreline II,[],[]
Seadog III,[],[]
Reilly's Daughter,[],[]
Nuts on Clark,[],[]
Sauganash Village,[],[]
Staples,[],['Office Depot']
Lavazza,[],[]
Hudson,[],[]
Carole Robertson Center for Learning,[],[]
DeVry University,[],[]
Golden Nugget Pancake House,[],[]
Reggio's Pizza,[],[]
Gyu-Kaku,[],[]
Lao Sze Chuan,[],[]
Glazed and Infused,[],[]
Marquette Bank,[],[]
Urban Outfitters,[],[]
Kindred Healthcare,[],"['UPS', 'Ford']"
LaBagh Woods Picnic Shelter Grove 2,[],[]
Pinky Nail,[],[]
Club/Premium,[],[]
Party City,[],[]
Goddess and Grocer,[],[]
Cafe Descartes,[],[]
Joy Yee Noodle,[],[]
Kriser's,[],[]
Shoe Carnival,[],[]
Tau Kappa Epsilon,[],[]
Mystic Blue II,[],[]
Garvey School Garden,[],[]
Medical Campus Parking Garage A,[],[]
Beverly Plaza,[],[]
Galewood Plaza II,[],[]
Sigma Chi,[],[]
Winchester Plaza,[],[]
Hon Kee Restaurant,[],[]
Lawndale Christian Health Center Immediate Care,[],[]
Lawndale Community Plaza,[],[]
Aspen Dental,[],[]
Elly's Pancake House,[],[]
NorthShore Immediate Care - Sauganash,[],[]
Self-Help Federal Credit Union,[],[]
Primo Center,[],[]
Bryn Mawr East,[],[]
Pure Barre,[],[]
Impark,[],[]
Pig,[],[]
Walter Payton,[],[]
Fullerton Plaza,[],[]
Audi,[],['Tesla']
Davis Theater,[],[]
Dodge,[],"['Nissan', 'Tesla', 'Chevrolet', 'Hyundai', 'Ford', 'Goodyear', 'Firestone']"
Tropical Smoothie Cafe,[],"['Louisiana Famous Fried Chicken', ""Steak 'n Shake"", 'Krispy Krunchy Chicken']"
Avenue,[],[]
J,[],[]
Chuck E. Cheese's,[],"['Louisiana Famous Fried Chicken', 'Krispy Krunchy Chicken', 'MOD Pizza']"
Champs Sports,[],[]
Ram;Jeep;Dodge;Chrysler,[],[]
Northwestern Medicine,[],[]
Halsted/Vermont Plaza,[],[]
Pacific Global Bank,[],[]
Thorntons,[],[]
Prism Health Lab,[],[]
Banana Republic,[],[]
Beta Theta Pi,[],[]
Harrison Courts,[],[]
Self Park West Garage,[],[]
Rayan Plaza,[],[]
Connie's Pizza,[],[]
Sweet Endulgences,[],[]
Paseo Boricua,[],[]
West Ridge Plaza,[],[]
Lawrence House Dog Park,[],[]
Sir Georg Solti Garden,[],[]
Foxtrot,[],[]
Gino’s East,[],['MOD Pizza']
Meineke,[],[]
Hampton Inn & Suites,[],[]
John's Hardware & Bicycle Shop,[],[]
Amtrak Police Department,[],[]
Momentum Coffee,[],[]
Madison Plaza,[],[]
Edgewater Historic Park,[],[]
McCormick Rooftop Garden,[],[]
McCormick Place North Pick-up/Drop-off,[],[]
Can't Believe It's Not Meat,[],[]
Chicago Family Health Center,[],[]
Advocate Medical Group,[],[]
Aeroterm Phase II,[],[]
Mini Thương Xá,[],[]
Hot Woks Cool Sushi,[],[]
Pollo Campero,[],"[""Church's Chicken"", 'Chick-fil-A', 'Jollibee', 'Krispy Krunchy Chicken', 'Boston Market', 'Louisiana Famous Fried Chicken', ""Nando's"", 'The Halal Guys', 'Buffalo Wild Wings', 'Popeyes', 'Wingstop', 'KFC', ""Raising Cane's"", 'Hooters', ""Harold's Chicken Shack""]"
KIPP,[],[]
Coalfire,[],[]
Krispy Krunchy Chicken,[],"[""Rosati's"", 'Shake Shack', ""Jersey Mike's Subs"", 'Pret A Manger', 'Panera Bread', 'Argo Tea', 'Blaze Pizza', ""Seattle's Best Coffee"", ""Arby's"", ""McDonald's"", 'Cinnabon', ""Church's Chicken"", ""Portillo's"", ""Nando's"", ""Wendy's"", ""Chuck E. Cheese's"", 'IHOP', 'Tropical Smoothie Cafe', 'Manchu Wok', ""Culver's"", ""Peet's Coffee"", 'Subway', ""Harold's Chicken Shack"", 'Sweetgreen', 'Chick-fil-A', 'The Halal Guys', 'Unos', 'Starbucks Reserve', 'Freshii', 'Au Bon Pain', 'Taco Bell', 'MOD Pizza', 'The Original Pancake House', ""Lou Malnati's Pizzeria"", 'Così', 'Vapiano', 'Popeyes', 'KFC', 'Little Caesars', 'White Castle', ""Dunkin'"", 'Insomnia Cookies', 'Panda Express', 'Louisiana Famous Fried Chicken', 'Einstein Bros. Bagels', ""Jimmy John's"", 'Dairy Queen', 'Hooters', 'Noodles & Company', 'Le Pain Quotidien', 'Five Guys', 'Pizza Hut', 'Starbucks', 'Burger King', 'Sbarro', ""Domino's"", ""Jet's Pizza"", 'Pollo Campero', 'Checkers', 'Home Run Inn', 'Chipotle', ""Giordano's Pizzeria"", 'Qdoba', ""Raising Cane's"", 'Jollibee', ""Auntie Anne's"", ""Steak 'n Shake"", 'TCBY', 'Baskin-Robbins', 'Cold Stone Creamery', ""Sarpino's Pizzeria"", 'Buffalo Wild Wings', 'Boston Market', 'Wingstop', 'Potbelly', 'Jamba', 'Corner Bakery', ""Jason's Deli""]"
Bronzeville Winery,[],[]
Hyatt House,[],[]
Water Courts Formal Garden,[],[]
KE34-Cubs,[],[]
Ohio House Motel,[],[]
Qideas,[],[]
Belmont Bank & Trust,[],[]
Park Lincoln flower bed,[],[]
ACCESS Centro Médico San Rafael,[],[]
VA,[],[]
Anita Dee II,[],[]
Parking Garage,[],[]
Johnny's Ice House,[],[]
Picnic Grove B,[],[]
Austin Town Hall Park,[],[]
Menards,[],[]
Express Car Wash,[],[]
The Church of Jesus Christ of Latter-day Saints,[],[]
Bob's Discount Furniture,[],[]
Illinois Center for Rehabilitation and Education,[],[]
List of hospitals in Illinois,[],[]
Liberty Bank Customer Parking,[],[]
Senior Suites of Jefferson Park,[],[]
Golden Nugget,[],[]
United Fidelity Bank,[],[]
Bath House,[],[]
Farmer's Fridge,[],[]
Happy Foods,[],[]
Sammy's Red Hots,[],[]
Nissan,[],"['Tesla', 'H&M']"
Office Depot,[],['Staples']
Byron's Hot Dogs,[],[]
Methodist Old People's Home,[],[]
Anytime Fitness,[],[]
Cermak Produce,[],[]
Pete's Produce,[],[]
Malcolm X College,[],[]
Englewood Health Center Of Cook County,[],[]
StorageMart,[],[]
Goodyear,[],"['Tesla', 'Pep Boys', 'Firestone']"
Benevolent and Protective Order of Elks,[],[]
NAPA Auto Parts,[],"['Pep Boys', 'Carquest', 'Advance Auto Parts', ""O'Reilly Auto Parts""]"
Ronald McDonald House Charities,[],[]
Fuel Star,[],[]
Bernice's Tavern,[],[]
Embassy Suites,[],[]
Illinois Currency Exchange,[],[]
Las Fuentes,[],[]
Sports World,[],[]
Union Health Service,[],[]
Jerk Taco Man,[],[]
University of Chicago Laboratory Schools,[],[]
Chinatown Parking,[],[]
Abraham Lincoln Center,[],[]
Logan Square Family Health Center,[],[]
Plaza Jiminez,[],[]
Lot W5,[],[]
First Nations Bank,[],[]
Lot A3,[],[]
Lot 12,[],[]
Road Ranger,[],[]
Hancock High School (Chicago),[],[]
Lincoln Gardens,[],[]
DoubleTree,[],[]
Practice Green,[],[]
Commuter Parking,[],[]
IBEW,[],[]
Supermercado La Chiquita,[],[]
Fatso's Last Stand,[],[]
Smith Park Fieldhouse,[],[]
Hooters,[],"['Louisiana Famous Fried Chicken', ""Steak 'n Shake""]"
Robinson Woods South Picnic Shelter Grove 1,[],[]
Selfreliance Federal Credit Union,[],[]
Luquillo's Barbershop,[],[]
Resurrection Medical Center - Parking,[],[]
Safeguard Self Storage,[],[]
Midway Airport Cell Phone Lot,[],[]
The Room Place,[],[]
Hyundai,[],['Tesla']
Honda,[],['Tesla']
El Yunque,[],[]
Sherwood Park Fieldhouse,[],[]
Kennedy–King College,[],['Martin Luther King Jr.']
Swartzberg House,[],[]
Latin School of Chicago,[],[]
Jackson Park Inner Harbor,[],[]
South Shore Cultural Center,[],['Garfield Park (Chicago)']
VIP Lot D,[],[]
Hyatt Regency,[],[]
Mount Olive Cemetery,[],[]
William Howard Taft High School (Chicago),[],[]
Old Town Village East,[],[]
Park To Shop Supermarket,[],[]
Advocate Aurora Health,[],[]
Saint Procopius Elementary School,[],[]
Costco,[],['Starbucks Reserve']
Senn High School,[],[]
Faculty & Staff Parking,[],[]
Garfield Park (Chicago),[],"['Chicago Public Schools', 'Loyola University Chicago', 'The University of Chicago', 'Chicago Public Library', 'Illinois Institute of Art – Chicago', 'DePaul University', 'South Shore Cultural Center']"
Children's Developmental Institute,[],[]
Ping Tom Memorial Park,[],[]
La Quinta Inn,[],[]
Eppel‘s Restaurant,[],[]
Blink,[],[]
Christian Science Reading Room,[],[]
Apple Store,[],[]
Rainbow Pylon,[],[]
Eagle,[],[]
Louisiana Famous Fried Chicken,[],"[""Rosati's"", 'Shake Shack', ""Jersey Mike's Subs"", 'Pret A Manger', 'Panera Bread', 'Argo Tea', 'Blaze Pizza', ""Seattle's Best Coffee"", ""Arby's"", ""McDonald's"", 'Cinnabon', ""Church's Chicken"", ""Portillo's"", ""Nando's"", ""Wendy's"", ""Chuck E. Cheese's"", 'IHOP', 'Tropical Smoothie Cafe', 'Manchu Wok', ""Culver's"", ""Peet's Coffee"", 'Subway', ""Harold's Chicken Shack"", 'Sweetgreen', 'Chick-fil-A', 'The Halal Guys', 'Unos', 'Starbucks Reserve', 'Freshii', 'Au Bon Pain', 'Taco Bell', 'MOD Pizza', 'The Original Pancake House', ""Lou Malnati's Pizzeria"", 'Così', 'Vapiano', 'Popeyes', 'KFC', 'Little Caesars', 'White Castle', ""Dunkin'"", 'Insomnia Cookies', 'Panda Express', 'Einstein Bros. Bagels', ""Jimmy John's"", 'Dairy Queen', 'Hooters', 'Noodles & Company', 'Le Pain Quotidien', 'Five Guys', 'Pizza Hut', 'Starbucks', 'Burger King', 'Sbarro', ""Domino's"", ""Jet's Pizza"", 'Pollo Campero', 'Checkers', 'Home Run Inn', 'Chipotle', ""Giordano's Pizzeria"", 'Qdoba', ""Raising Cane's"", 'Jollibee', ""Auntie Anne's"", ""Steak 'n Shake"", 'TCBY', 'Baskin-Robbins', 'Cold Stone Creamery', ""Sarpino's Pizzeria"", 'Buffalo Wild Wings', 'Boston Market', 'Wingstop', 'Potbelly', 'Jamba', 'Corner Bakery', ""Jason's Deli""]"
75th and Coles Community Gardens,[],[]
Arby's,[],"[""Steak 'n Shake""]"
Floor & Decor,[],[]
Go Grocer,[],[]
South Shore High School (Chicago),[],[]
DHL,[],[]
Kong Dog,[],[]
Grant Park North Garage,[],[]
Super Mall,[],[]
Costco Gasoline,[],[]
First Savings Bank of Hegewisch,[],[]
Fairfield Inn & Suites,[],[]
Lot 11,[],[]
Buckingham North Comfort Station,[],[]
Westin,[],[]
Wyndham,[],[]
Chicago Lake Shore Hotel,[],[]
The Bowman and The Spearman,[],"['Four Seasons (Chagall)', 'Chicago Park District', 'Statue of Alexander von Humboldt (Chicago)', 'Washington Square Park (Chicago)']"
Hyatt Centric,[],[]
U-Stor-It,[],[]
Loyola University Chicago,[],[]
Calumet Park,[],[]
All Star,[],[]
Shop & Save Market,[],[]
Washington Square Park (Chicago),[],['Four Seasons (Chagall)']
Cabrales Auto Repair Service,[],[]
Bus Parking,[],[]
Richard J. Daley College,[],[]
Wilbur Wright College,[],[]
R.C.B Tire Shop,[],[]
Frances Xavier Warde School,[],[]
El Valor Carlos Cantu Children & Family Center,[],[]
Birrieria Ocotlan,[],[]
Our Lady of Grace School,[],[]
W Hotels,[],[]
Pullman Park Plaza,[],[]
Esporta Fitness,[],[]
NS 110th Street Yard,[],[]
Maine West High School,[],[]
Ray and Joan Kroc Community Center,[],[]
D,[],[]
Wilson Park Fieldhouse,[],[]
Michigan Avenue Bridge Dock,[],[]
Erie Neighborhood House,[],[]
claire's,[],[]
Yolk,[],[]
Courtyard,[],[]
Four Seasons (Chagall),[],"['Chicago Park District', 'The Bowman and The Spearman', 'Statue of Alexander von Humboldt (Chicago)', 'Washington Square Park (Chicago)']"
The Chicago Diner,[],[]
Uncommon Ground,[],[]
Rabbit,[],[]
Illinois Institute of Art – Chicago,[],[]
America's Dog,[],[]
Disney Store,[],[]
Taco Joint,[],[]
Magnolia Bakery Chicago,[],[]
Wow Bao,[],[]
Caffè Café,[],[]
Bath & Body Works,[],[]
Aaron Montgomery Ward,[],[]
Waldo Cooney's Pizza,[],[]
S@kura,[],[]
Cheetah Gym,[],[]
Francesca's,[],[]
Bed Bath & Beyond,[],['RBC']
Rhona Hoffman Gallery,[],[]
Taqueria Traspasada,[],[]
Jimmys Pizza Cafe,[],[]
Joe's Barber Shop,[],[]
Firecakes Donuts,[],[]
Gaslight Coffee Roasters,[],[]
Pastoral,[],[]
La Cabaña de Don Luis #3,[],[]
Miko's Italian Ice,[],[]
DSW,[],[]
Taco Fresco,[],[]
NYC Bagel Deli,[],[]
H&M,[],"['Zara', 'Nissan', 'Ford', 'Gap']"
Dom's Kitchen and Market,[],[]
Bentley's Pet Stuff,[],[]
HomeGoods,[],[]
Cafe Vienna,[],[]
BluPrint Fitness,[],[]
Vapiano,[],['MOD Pizza']
Raising Cane's,[],"[""Steak 'n Shake""]"
The Bongo Room,[],[]
Antique Taco Chiquito,[],[]
Computer Planet,[],[]
Falafel & Grill,[],[]
Art + Science,[],[]
Dante's Pizzeria,[],[]
Cafe L'Appetito,[],[]
LensCrafters,[],[]
Levi's,[],[]
Artemio's Bakery,[],[]
Buffalo Exchange,[],[]
Transit Tees,[],[]
Gallery Cafe,[],[]
Tom's,[],[]
Asia Nails,[],[]
Dimo's Pizza,[],[]
Shinola (retail company),[],[]
Señor Pan Cafe,[],[]
Wicker Park Fieldhouse,[],[]
Unique Thrift Store,[],[]
Beat Kitchen,[],[]
Neiman Marcus,[],[]
Xoco,[],[]
Kafenio Lavazza,[],[]
Epic Burger,[],[]
Danny's Liquors,[],[]
Zara,[],['H&M']
Grand Lux Cafe,[],[]
La Colonial,[],[]
Bang Bang Pie & Biscuits,[],[]
Sparrow,[],[]
The Spice Room,[],[]
Bulls with Maidens (World's Fair Bulls),[],[]
Brew Brew Coffee Lounge,[],[]
Benito Juárez,[],[]
Cow,[],[]
Lush,[],[]
Garfield's Beverage Company,[],[]
CorePower Yoga,[],[]
Kozy's Cyclery,[],[]
Manee Thai,[],[]
Rangoli,[],[]
Ipsento 606,[],[]
Shark's Fish and Chicken,[],[]
Italian Fiesta Pizzeria,[],[]
Admirals Club,[],[]
Lakeshore Athletic Club,[],[]
North Park Elementary School,[],[]
Teddy Bear Pre-School Number 3,[],[]
Sisters of Notre Dame School,[],[]
Strange Cargo,[],[]
Kuma's Corner - West Loop,[],[]
Goose Island Brewery,[],[]
CornerStone Cafe,[],[]
Regal Cinemas,[],['AMC']
Fame Cleaners,[],[]
Panaderia La Canasta,[],[]
Monk's Pub,[],[]
Ghareeb Nawaz,[],[]
Statue of Alexander von Humboldt (Chicago),[],[]
Friar Tuck,[],[]
Stand-Up Burgers,[],[]
Osco Drug,[],[]
Nookie's,[],[]
Mother's Room,[],[]
Sacred Heart School,[],[]
Saint Juliana Convent,[],[]
Saint James Lutheran School,[],[]
Independence Square Fountain,[],[]
Jollibee,[],"[""Steak 'n Shake""]"
Barnes & Noble,[],[]
Christians School,[],[]
Grace School,[],[]
Holy Rosary School,[],[]
Julian High School (Chicago),[],[]
Orr Academy High School,[],[]
Saint Adrian School,[],[]
Saint Adalbert School,[],[]
Saint Ladislaus School,[],[]
Christ the King Lutheran School,[],[]
Crickets Child and Infant Daycare Center,[],[]
American Islamic College,[],[]
Camelot School,[],[]
Bethel Lutheran School,[],[]
Bridgeport Academy North,[],[]
Debbies School of Beauty Culture,[],[]
Liberty Duty Free,[],[]
Chicago's Pizza,[],[]
JOANN Fabrics and Crafts,[],[]
CNN Newsstand,[],[]
Gethsemane Garden Center,[],[]
Manchu Wok,[],"['Panda Express', ""Steak 'n Shake""]"
The Great American Bagel Bakery,[],[]
TCBY,[],"['Baskin-Robbins', 'Cold Stone Creamery', ""Steak 'n Shake"", 'Dairy Queen']"
La Cocina,[],[]
Bockwinkel's,[],[]
Oakley,[],[]
Burrito Beach,[],[]
La Tapenade,[],[]
Metropolis Coffee,[],[]
O'Brien's,[],[]
Reggio's Pizza Express,[],[]
Rocky Mountain Chocolate Factory,[],[]
Sunglass Hut,[],[]
Tortas Frontera,[],[]
Wolfgang Puck Express,[],[]
Middle East Bakery & Grocery,[],[]
Graham Crackers Comics,[],[]
Village Thrift Store,[],[]
Lucky Striek Social,[],[]
Johnny Sprockets,[],[]
Fleet Feet,[],[]
Goodman Theatre,[],[]
South Loop Market,[],[]
Jason's Deli,[],"[""Steak 'n Shake""]"
Interconnected,[],[]
Sultan's Market,[],[]
Global Grounds Cafe,[],[]
Cafe Bella,[],[]
Roundhouse 66,[],[]
Bar On Buena,[],[]
Crate & Barrel,[],[]
Dulce Landia,[],[]
Jeffery Dollar Store,[],[]
Cafe Jumping Bean,[],[]
Pizza Capri,[],[]
First Slice,[],[]
Huck Finn Restaurant,[],[]
Bridgeport Coffeehouse,[],[]
Veruca Chocolates,[],[]
European Wax Center,[],[]
Bombay Wraps,[],[]
Caffe Umbria,[],[]
Blackwood BBQ,[],[]
Bombon,[],[]
Bonchon Chicken,[],[]
Cafe El Meson 2,[],[]
Cafe L’Appetito,[],[]
Cafe LAppetito Lakeview,[],[]
Cafeteria Marcelas,[],[]
Caffè RōM,[],[]
Bel-Ami,[],[]
Eataly,[],[]
Brown Sugar Bakery,[],[]
Hello Jasmine,[],[]
Carnitas Uruapan Restaurant,[],[]
Carnivale,[],[]
Central Baking Supplies,[],[]
Chiu Quon Bakery and Dim Sum,[],[]
Coffee Cats,[],[]
Department of Coffee and Social Affairs,[],[]
Black Sheep,[],[]
Arbor,[],[]
Broken English Taco Pub,[],[]
Lotus Bahn Mi,[],[]
Everybody's Coffee,[],[]
American Girl Place,[],[]
Kilwins,[],[]
First Aid Comics,[],[]
Terminal Gateway Spa,[],[]
Limitless Coffee & Tea,[],[]
Fatpour Tap Works,[],[]
Pizza Nova Express,[],[]
The Jibarito Stop,[],[]
RBC,[],"['Fifth Third Bank', 'Bank of America', 'Clark', 'Bed Bath & Beyond', 'U.S. Bank', 'Citibank', 'PNC Bank', 'CIBC']"
The Roost Carolina Kitchen,[],[]
East of the Ryan,[],[]
Steak 'n Shake,[],"['Little Caesars', 'Billy Goat Tavern', 'Manchu Wok', 'White Castle', 'Shake Shack', ""Culver's"", ""Dunkin'"", 'Insomnia Cookies', ""Raising Cane's"", ""Peet's Coffee"", 'Subway', 'Sweetgreen', ""Harold's Chicken Shack"", 'Panda Express', 'Chick-fil-A', 'Jollibee', ""Auntie Anne's"", 'Louisiana Famous Fried Chicken', 'The Halal Guys', 'TCBY', 'Einstein Bros. Bagels', ""Jimmy John's"", 'Dairy Queen', 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'Noodles & Company', 'Taco Bell', 'MOD Pizza', 'Five Guys', 'The Original Pancake House', 'Baskin-Robbins', 'Starbucks', 'Cold Stone Creamery', ""Jersey Mike's Subs"", 'Pizza Hut', 'Burger King', 'Sbarro', ""Domino's"", 'Panera Bread', 'Argo Tea', 'Blaze Pizza', ""Seattle's Best Coffee"", ""Arby's"", ""McDonald's"", 'Boston Market', 'Cinnabon', 'Wingstop', 'Checkers', ""Church's Chicken"", 'Così', 'Potbelly', 'Chipotle', ""Portillo's"", ""Wendy's"", 'Jamba', 'Qdoba', 'Corner Bakery', 'Popeyes', ""Jason's Deli"", 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
Beatrix Market,[],[]
MingHin Cuisine,[],[]
Fresh Farms International Market,[],[]
Banfield Pet Hospital,[],[]
Devon Market,[],[]
Emporium - Logan Square,[],[]
Big Star,[],[]
Nob’s Wine Bar,[],[]
The Dawson,[],[]
World Fresh Market,[],[]
Little Bucharest Bistro,[],[]
Longman & Eagle,[],[]
Seattle's Best Coffee,[],"[""Peet's Coffee"", 'Pret A Manger', 'Philz Coffee', ""Dunkin'"", ""McDonald's"", 'Starbucks Reserve', 'Au Bon Pain', 'La Colombe Coffee']"
Mojo Coffee,[],[]
The Duck Inn,[],[]
Nighthawk Chicago,[],[]
Pottery Barn,[],[]
Flat Top Grill,[],[]
MOD Pizza,[],"['Home Run Inn', 'Little Caesars', 'Pizza Hut', ""Lou Malnati's Pizzeria"", ""Chuck E. Cheese's"", 'Sbarro', ""Giordano's Pizzeria"", ""Domino's"", ""Sarpino's Pizzeria"", 'Vapiano', ""Rosati's"", 'Blaze Pizza', ""Jet's Pizza"", 'Gino’s East', 'Unos', 'Starbucks Reserve']"
etta,[],[]
Spirit of the Red Horse,[],[]
Gift Shop,[],[]
Summer House Santa Monica,[],[]
Restaurante Cuetzala Gro,[],[]
Su Taqueria El Rey Del Taco y Sus Mariscos,[],[]
Majani,[],[]
The Corner Farmacy,[],[]
The Budlong Hot Chicken,[],[]
Sweet Mandy B’s,[],[]
Royal Coffee,[],[]
Flo,[],[]
Fogo de Chão Brazilian Steakhouse,[],[]
Gordo’s,[],[]
Hannah’s Bretzel,[],[]
Salgado's Bakery,[],[]
Ideal Pastry,[],[]
Soule,[],[]
Park West,[],[]
Spoken Word Cafe,[],[]
Pompeii,[],[]
RAMEN-SAN,[],[]
Stanley's,[],[]
Roanoke Restaurant,[],[]
The Revel Room,[],[]
Reggies Music Joint,[],[]
Rosa's Lounge,[],[]
Roti Modern Mediterranean,[],[]
West Town Bakery,[],[]
Two Mile Coffee Bar. Co,[],[]
Roots Handmade Pizza,[],[]
eVgo,[],[]
Dick's Sporting Goods,[],[]
Aloft,[],[]
Grand Plaza,[],[]
Brighter Dental of South Loop,[],[]
Jefferson Tap & Grille,[],[]
Sedgwick Stop,[],[]
Sully's House,[],[]
Chinese Kitchen,[],[]
Lee Nail Salon,[],[]
Arami,[],[]
Martin Luther King Jr.,[],"['YMCA', 'USPS', 'Kennedy–King College']"
Starbucks Reserve,[],"['Au Bon Pain', 'UPS', 'Pret A Manger', 'Costco', 'Bank of America', 'Amazon', 'Philz Coffee', ""Seattle's Best Coffee"", 'Public Storage', ""Dunkin'"", 'Cinnabon', ""McDonald's"", 'Best Buy', ""Peet's Coffee"", 'La Colombe Coffee', 'MOD Pizza']"
Chicago Sports,[],[]
Bin 5700,[],[]
Chicago News,[],[]
Magic Touch Nail Salon & Spa,[],[]
Roseland Senior Housing Center,[],[]
West Town Bakery & Diner,[],[]
Dollop,[],[]
Boston Market,[],[]
Sunny Nails,[],[]
Family Dental,[],[]
Usmania,[],[]
Così,[],[]
Cellar Door Provisions,[],[]
Tropical Optical,[],[]
Ramen MisoYa,[],[]
Velvet Taco,[],[]
Shamrock Club,[],[]
Bottles and Cans,[],[]
The Container Store,[],[]
Tesla,[],"['Nissan', 'Audi', 'Toyota', 'Honda', 'Chevrolet', 'Dodge', 'Hyundai', 'USPS', 'Ford', 'Goodyear', 'Tesla Supercharger', 'Firestone']"
Vans,[],[]
"Dr. Martin Luther King, Jr. Family Entertainment Center",[],[]
Goodwill,[],[]
Porkchop,[],[]
Miracle-Ear,[],[]
AmeriCash Loans,[],[]
Crossfit Chisel,[],[]
Saucy Porka,[],[]
Avis,[],[]
The Moonlighter,[],[]
The Corned Beef Factory Sandwich Shop,[],[]
Meli Cafe,[],[]
Palace Grill Restaurant,[],[]
Bodega,[],[]
Chicago Raw,[],[]
Beatrix,[],[]
Left Coast Food,[],[]
Waterhouse,[],[]
Aloha Pokē Co,[],[]
Bombobar - West Loop,[],[]
Old Crow Smokehouse - River North,[],[]
IDOF - I Dream Of Falafel,[],[]
Emporium Arcade Bar,[],[]
Capriotti's Sandwich Shop,[],[]
Lucky's Cafe,[],[]
Knead,[],[]
Kizuki Ramen & Izakaya,[],[]
Penny's Noodle Shop,[],[]
Brasa Roja,[],[]
Smith & Wollensky,[],[]
Seahorse 2,[],[]
Grand Plaza Parking,[],[]
parking 10$,[],[]
Sawada Coffee,[],[]
Riva Crabhouse,[],[]
Strings Ramen,[],[]
Brightwok Kitchen,[],[]
River Roast,[],[]
TITLE Boxing Club,[],[]
Carquest,[],[]
Food Town,[],[]
Bourbon On Division,[],[]
Uncle Remus,[],[]
Budget,[],[]
Local Foods,[],[]
Chicago Waldorf School - Buttercup Room,[],[]
Vaughan’s Pub - Lakeview,[],[]
bopNgrill,[],[]
Parlor Pizza Bar - Wicker Park,[],[]
Windy Kitty Cat Cafe,[],[]
Congress Plaza Garden - North,[],[]
