Brand,Competitive,Related
The Children's Place,"['H&M', 'Old Navy', 'Gap', 'Rainbow', 'Lululemon', ""Victoria's Secret""]","['Brooks Brothers', 'Barneys New York']"
Bed Bath & Beyond,[],"['Brooks Brothers', 'Citizens Bank', ""Carter's"", 'Barneys New York', 'American Eagle Outfitters', 'Cathay Bank']"
Crunch Fitness,"['Blink Fitness', 'Planet Fitness', 'Retro Fitness', 'Equinox', 'Orangetheory Fitness']",[]
Hungry Ghost,"['Starbucks', 'Bluestone Lane', 'Gregorys Coffee', 'ViVi Bubble Tea', 'Birch Coffee', 'Joe Coffee Company', 'Blue Bottle Coffee', 'Le Pain Quotidien']",[]
Victoria's Secret,"['H&M', 'Old Navy', 'Gap', 'Rainbow', 'Lululemon', ""The Children's Place""]","['Brooks Brothers', ""Carter's"", 'Barneys New York', 'American Eagle Outfitters', 'Cathay Bank', 'Pink']"
Ralph's Italian Ices,"['Carvel', 'Baskin-Robbins']",[]
Travelex,[],[]
Western Union,[],"[""Carter's"", 'American Eagle Outfitters', 'Cathay Bank']"
Kumon,[],['Sony']
Public Storage,['CubeSmart'],['Starbucks Reserve']
Popular,"['Apple Bank', 'Chase', 'Bank of America', 'Wells Fargo', 'Citibank', 'Santander', 'Investors Bank', 'HSBC', 'Ridgewood Savings Bank', 'Valley National Bank', 'TD Bank']",['Charles Schwab']
Joe Coffee Company,"['Starbucks', 'Bluestone Lane', 'Gregorys Coffee', 'ViVi Bubble Tea', 'Birch Coffee', 'Hungry Ghost', 'Blue Bottle Coffee', 'Le Pain Quotidien']",[]
Key Foods,"['C-Town Supermarkets', 'Whole Foods Market', 'Bravo', 'Foodtown', 'Stop & Shop', 'Gristedes', 'Ideal Food Basket', ""Trader Joe's"", 'Fine Fare', 'Key Food']",[]
Gong Cha,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Atomic Wings', 'IHOP']",['CoCo']
Cricket Wireless,"['AT&T', 'Verizon', 'Sprint', 'Apple Store', 'Best Buy', 'Metro by T-Mobile', 'Boost Mobile', 'T-Mobile']",['AT&T']
Tesla Supercharger,"['ChargePoint', 'BP', 'Shell', 'Sunoco', 'Gulf', 'Speedway', 'Citgo', 'Mobil', 'Exxon']",[]
Chopt,[],"['Red Lobster', ""TGI Friday's""]"
Van Leeuwen,[],[]
Comfort Inn,[],"['Rodeway Inn', 'Econo Lodge', 'Sheraton', ""Carter's"", 'American Eagle Outfitters', 'Cathay Bank']"
Aldo,[],"['Brooks Brothers', 'Barneys New York']"
2 Bros. Pizza,[],[]
Zara,[],['H&M']
Barnes & Noble,[],"[""Nathan's"", 'Eileen Fisher']"
Party City,[],"['Brooks Brothers', 'Barneys New York']"
Little Caesars,[],"['Pizza Hut', ""Nathan's"", 'BurgerFi', 'Sbarro', ""Papa John's"", 'Smashburger', 'California Pizza Kitchen', ""Chuck E. Cheese's"", 'Johnny Rockets', 'The Counter']"
Flushing Bank,[],[]
Citizens Bank,[],"['Bank of America', 'Bed Bath & Beyond', 'Shell', 'Santander', 'BP Shop', 'Charles Schwab']"
Edible Arrangements,[],[]
Burlington,[],"['Honda', 'Harley-Davidson', ""Macy's""]"
Holiday Inn Express,[],"['Econo Lodge', 'Sheraton']"
Western Beef,[],[]
Kennedy Fried Chicken,[],[]
Kung Fu Tea,[],[]
Boston Market,[],"[""Nathan's"", 'BurgerFi', 'Smashburger', 'The Halal Guys', 'Buffalo Wild Wings', 'Red Lobster', 'Pollo Campero', ""TGI Friday's"", 'Wingstop', 'Johnny Rockets', 'The Counter']"
Pizza Hut,[],"['Little Caesars', ""Nathan's"", 'Aroma Espresso Bar', 'BurgerFi', 'Sbarro', ""Papa John's"", 'Smashburger', 'California Pizza Kitchen', 'Red Lobster', ""TGI Friday's"", ""Chuck E. Cheese's"", 'Johnny Rockets', 'Golden Corral', 'Taco Bell', 'The Counter']"
Macy's,[],"['Saks Fifth Avenue', 'Eileen Fisher', 'Family Dollar', 'Harbor Freight Tools', ""BJ's Wholesale Club"", 'Nordstrom Rack', 'Five Below', 'JCPenney', 'TJ Maxx', 'Marshalls', 'Costco', ""Bloomingdale's"", 'Burlington', 'Starbucks Reserve', 'Aeropostale', 'Dollar Tree', 'Brooks Brothers', ""Nathan's"", ""Kohl's"", 'Dollar General', 'HomeGoods', 'Target', 'Barneys New York']"
Goodwill,[],[]
LensCrafters,[],[]
Insomnia Cookies,[],"[""Nathan's"", 'BurgerFi', 'Smashburger', 'Johnny Rockets', 'The Counter']"
16 Handles,[],[]
Quest Diagnostics,[],[]
The UPS Store,[],[]
Joe & The Juice,[],"['Au Bon Pain', 'The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'Krispy Kreme', ""Dunkin' Donuts"", 'Tim Hortons', 'Caffé Venice', 'La Colombe Coffee Roasters', ""McDonald's"", 'Starbucks Reserve', ""Peet's Coffee"", 'Blue Bottle Coffee']"
Northfield Bank,[],[]
New York Sports Club,[],[]
PNC Bank,[],['Charles Schwab']
Blick Art Materials,[],[]
NetCost Market,[],[]
Café Grumpy,[],[]
Five Below,[],"[""Carter's"", 'American Eagle Outfitters', 'Cathay Bank']"
Little Italy Pizza,[],[]
Sherwin-Williams,[],[]
Tumi,[],[]
Regal Cinemas,[],['AMC']
New York Community Bank,[],[]
ALDI,[],"[""Auntie Anne's""]"
Smashburger,[],"['Little Caesars', 'White Castle', 'Shake Shack', 'Insomnia Cookies', ""Peet's Coffee"", 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", ""Dunkin' Donuts"", 'The Halal Guys', ""TGI Friday's"", 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'Taco Bell', 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', ""Nathan's"", 'BurgerFi', 'Burger King', 'Sbarro', ""Papa John's"", 'Panera Bread', ""Denny's"", ""Arby's"", ""McDonald's"", 'Boston Market', 'Johnny Rockets', 'Cinnabon', 'Wingstop', 'Checkers', ""Jersey Mike's"", 'The Counter', 'Carvel', 'Charleys Philly Steaks', 'Così', 'The Coffee Bean & Tea Leaf', 'Potbelly', 'Chipotle', ""Wendy's"", 'Häagen-Dazs', 'Pinkberry', 'Tim Hortons', ""Ben & Jerry's"", 'Red Mango', 'Red Lobster', 'Qdoba', 'Popeyes', 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
Joe's Pizza,[],[]
M&T Bank,[],"['Charles Schwab', ""Nathan's"", 'Eileen Fisher']"
YMCA,[],[]
Pronto Pizza,[],[]
Bath & Body Works,[],"['Brooks Brothers', 'Barneys New York']"
Pinkberry,[],"['Baskin-Robbins', 'Cold Stone Creamery', ""Nathan's"", 'BurgerFi', ""Ben & Jerry's"", 'Red Mango', 'Johnny Rockets', 'The Counter']"
Wines & Liquors,[],[]
Cathay Bank,[],"[""Carter's"", ""BJ's Wholesale Club"", 'Nordstrom Rack', 'Five Below', 'GameStop', 'Advance Auto Parts', 'Skechers', 'Western Union', 'Charles Schwab', 'Extra Space Storage', 'Sally Beauty', 'Planet Fitness', 'Gap', 'City National Bank', ""Victoria's Secret"", 'Dollar Tree', 'Staples', 'Hertz', ""Papa John's"", 'Bed Bath & Beyond', 'WebsterBank', 'Panera Bread', 'Buffalo Wild Wings', 'Rent-A-Center', 'Guess', 'Wingstop', ""Kohl's"", 'Under Armour', 'Fossil', 'Comfort Inn', 'Urban Outfitters', 'Foot Locker', 'American Eagle Outfitters', 'CubeSmart', 'Life Storage', 'Michaels', 'Michael Kors', 'Harley-Davidson', 'Crocs']"
Dallas BBQ,[],[]
Queens County Savings Bank,[],[]
Ulta Beauty,[],[]
Michaels,[],"[""Carter's"", 'American Eagle Outfitters']"
Milk Bar,[],[]
NY Gifts,[],[]
Trade Fair,[],[]
Tribeca Pediatrics,[],[]
Banana Republic,[],"['Brooks Brothers', 'Barneys New York']"
Trek,[],[]
Urban Outfitters,[],"['Brooks Brothers', ""Carter's"", 'American Eagle Outfitters', 'Barneys New York']"
Vans,[],"['Allen Edmonds', ""Arc'teryx"", 'The North Face']"
Kiehl's,[],[]
Muji,[],['Sony']
Raymour & Flanigan,[],[]
Junior High School 115,[],[]
Fresh & Co,[],[]
Blank Street Coffee,[],[]
Luke's Lobster,[],[]
Avis,[],[]
Liquors,[],[]
Ace Hardware,[],[]
Hallmark,[],[]
Nathan's,[],"['Little Caesars', 'New York & Company', 'M&T Bank', 'Walgreens', 'Saks Fifth Avenue', 'Eileen Fisher', 'White Castle', 'Shake Shack', 'Insomnia Cookies', ""Cohen's Fashion Optical"", ""Peet's Coffee"", 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", ""Dunkin' Donuts"", 'The Halal Guys', ""Macy's"", 'Barnes & Noble', ""TGI Friday's"", 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'J.Crew', 'Taco Bell', 'Aeropostale', 'Brooks Brothers', 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', 'BurgerFi', 'Burger King', 'Sbarro', 'Steve Madden', ""Papa John's"", 'Panera Bread', ""Denny's"", 'Tiffany & Company', ""Arby's"", ""D'Agostino"", 'Cinnabon', 'Key Food', 'Boston Market', 'Johnny Rockets', ""McDonald's"", 'Wingstop', 'Checkers', ""Jersey Mike's"", 'Charleys Philly Steaks', 'Carvel', 'The Counter', 'Hess', 'The Coffee Bean & Tea Leaf', 'Potbelly', 'Coach', 'Chipotle', 'Smashburger', 'Così', 'Häagen-Dazs', 'Tim Hortons', 'Pinkberry', 'Foot Locker', ""Wendy's"", ""Ben & Jerry's"", 'Red Mango', 'Red Lobster', 'Qdoba', 'Popeyes', 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
Four Points by Sheraton,[],"['Econo Lodge', 'Sheraton']"
J.Crew,[],['Eileen Fisher']
Diamond Braces,[],[]
Pep Boys,[],['Goodyear']
H Mart,[],[]
Food Universe Marketplace,[],[]
Scotch & Soda,[],[]
Hilton,[],[]
First Republic Bank,[],['Charles Schwab']
Lemon Creek - Sandy Brook Bluebelt,[],[]
D'Agostino,[],['Eileen Fisher']
NYPD 101 PCT,[],[]
Ricky's NYC,[],[]
Think Coffee,[],[]
Van Leeuwen Ice Cream,[],[]
Deli & Grill,[],[]
Richmond County Savings Bank,[],[]
Extra Space Storage,[],"[""Carter's"", 'American Eagle Outfitters']"
Sterling National Bank,[],[]
Clean Rite Center,[],[]
Ample Hills Creamery,[],[]
Uncle Louie G,[],[]
Potbelly,[],"['BurgerFi', 'Red Lobster', 'The Counter', ""TGI Friday's"", 'Johnny Rockets', 'Subway', 'Charleys Philly Steaks']"
Swarovski,[],['Rolex']
Warby Parker,[],"['Casper', 'Oliver Peoples']"
Dime Bank,[],[]
NY Kids Club,[],[]
Stop & Stor,[],[]
IKEA,[],[]
Food Bazaar,[],[]
Life Storage,[],"[""Carter's"", 'American Eagle Outfitters']"
DFS Duty Free,[],[]
Aloft,[],"['Econo Lodge', 'Sheraton']"
Bright Horizons,[],[]
City Fresh Market,[],[]
Baya Bar,[],[]
Leif Ericson Drive,[],[]
Union Market,[],[]
BP Shop,[],"['Citizens Bank', 'Shell']"
Hale and Hearty Soups,[],[]
Urgent Care,[],[]
ShopRite,[],[]
Tot Lot 112,[],[]
Jimmy Jazz,[],[]
bluemercury,[],[]
Fabco Shoes,[],[]
Al Horno,[],[]
Poetica Coffee,[],[]
Fine Fare Supermarket,[],[]
Famous Famiglia,[],[]
Deli,[],[]
Maman,[],[]
iFixScreens,[],[]
Marriott,[],"['Greenacre Park', 'Econo Lodge', 'American Airlines Theatre', 'InterContinental', 'Hyatt Place', 'Conrad', 'Sheraton', 'Hotel Beacon', 'W Hotels', 'Westin', 'Times Square Ball', 'Renaissance', 'Millennium']"
CKO Kickboxing,[],[]
Buffalo Exchange,[],[]
Adidas,[],"[""Arc'teryx"", 'The North Face', 'Allen Edmonds', 'Reebok', 'Rolex']"
Parking Area A,[],[]
Spice,[],[]
CVS,[],"['Brooks Brothers', 'Walgreens', 'Barneys New York']"
The North Face,[],"[""Arc'teryx"", 'Timberland', 'Vans', 'UGG', 'Adidas', 'Allen Edmonds', 'Reebok']"
Uniqlo,[],['Sony']
Pio Pio,[],[]
Pick a Bagel,[],[]
Dental Office,[],[]
DSW,[],[]
XpresSpa,[],[]
Tim Hortons,[],"['Au Bon Pain', 'Cold Stone Creamery', 'The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'Krispy Kreme', 'BurgerFi', ""Wendy's"", ""Dunkin' Donuts"", 'Caffé Venice', 'La Colombe Coffee Roasters', ""McDonald's"", 'Starbucks Reserve', 'Johnny Rockets', ""Peet's Coffee"", 'Blue Bottle Coffee', 'The Counter']"
Partners Coffee,[],[]
Westside Market,[],[]
Buffalo Wild Wings,[],"['Chick-fil-A', 'Jollibee', 'Boston Market', ""Carter's"", 'The Halal Guys', 'American Eagle Outfitters', 'Pollo Campero', 'Red Lobster', ""TGI Friday's"", 'Popeyes', 'Wingstop', 'KFC', 'Hooters']"
Edison ParkFast,[],[]
MedRite Urgent Care,[],[]
Skechers,[],"[""Carter's"", 'American Eagle Outfitters', 'Rolex', 'Allen Edmonds']"
Express,[],[]
Mighty Quinn's Barbeque,[],[]
Footaction,[],[]
Prince Tea House,[],[]
La Colombe Coffee Roasters,[],"['Au Bon Pain', 'The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'Krispy Kreme', ""Dunkin' Donuts"", 'Tim Hortons', 'Caffé Venice', ""McDonald's"", 'Starbucks Reserve', ""Peet's Coffee"", 'Blue Bottle Coffee']"
Wingstop,[],"['Chick-fil-A', 'Jollibee', 'BurgerFi', ""Carter's"", 'The Halal Guys', 'Buffalo Wild Wings', 'American Eagle Outfitters', 'Pollo Campero', 'Red Lobster', ""TGI Friday's"", 'Popeyes', 'Boston Market', 'KFC', 'Hooters', 'Johnny Rockets', 'The Counter']"
Forever 21,[],"['Brooks Brothers', 'Barneys New York']"
Konditori,[],[]
Mike's Pizza,[],[]
CAVA,[],"['Red Lobster', ""TGI Friday's""]"
Outback Steakhouse,[],"['Red Lobster', ""TGI Friday's""]"
Carecube,[],[]
Caffé bene,[],[]
King Wok,[],[]
Tous Les Jours,[],[]
The New School,[],[]
Kennedy Fried Chicken & Pizza,[],[]
Ramada,[],"['Econo Lodge', 'Sheraton']"
Mehak Beauty Salon,[],[]
Happy Cleaners,[],[]
WebsterBank,[],"[""Carter's"", 'American Eagle Outfitters', 'Charles Schwab']"
Cricket Field,[],[]
Brooks Brothers,[],"['RadioShack', 'Sports Authority', 'New York & Company', 'Hollister', ""Carter's"", 'Walgreens', 'Eileen Fisher', 'Banana Republic', 'Family Dollar', ""Men's Wearhouse"", 'Nordstrom Rack', 'GameStop', 'Best Buy', 'JCPenney', 'Bath & Body Works', 'Sally Beauty', ""claire's"", 'GNC', 'Old Navy', ""Macy's"", 'Nike', 'CVS', ""Chico's"", 'Jenny Craig', ""Bloomingdale's"", 'Gap', 'Starbucks Reserve', 'Aeropostale', ""Victoria's Secret"", 'Dollar Tree', 'Gymboree', 'Bed Bath & Beyond', 'Guitar Center', 'Forever 21', 'Godiva Chocolatier', 'Aldo', 'Key Food', ""Kohl's"", ""The Children's Place"", 'Under Armour', 'Fossil', 'Mattress Firm', 'Target', ""Lowe's"", 'Barneys New York', 'Urban Outfitters', 'Foot Locker', 'Stop & Shop', 'American Eagle Outfitters', 'Zales', 'Party City']"
Pay-o-matic,[],[]
Popular Community Bank,[],[]
Home,[],[]
Dime,[],[]
Tal Bagels,[],[]
Energy Fuel,[],[]
Häagen-Dazs,[],"['Carvel', 'Baskin-Robbins', 'Cold Stone Creamery', 'BurgerFi', ""Ben & Jerry's"", 'Shake Shack', 'Johnny Rockets', 'The Counter']"
Advance Auto Parts,[],"[""Carter's"", 'American Eagle Outfitters', 'AutoZone']"
Angelo's Pizza,[],[]
Au Bon Pain,[],"['The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'Krispy Kreme', 'BurgerFi', ""Dunkin' Donuts"", 'Tim Hortons', 'Caffé Venice', 'Red Lobster', ""TGI Friday's"", 'La Colombe Coffee Roasters', ""McDonald's"", 'Starbucks Reserve', 'Johnny Rockets', ""Peet's Coffee"", 'Blue Bottle Coffee', 'The Counter']"
East River Park Field #3,[],[]
Cold Stone Creamery,[],"['BurgerFi', ""Ben & Jerry's"", 'Red Mango', 'Johnny Rockets', 'The Counter']"
Bicycle Habitat,[],[]
Arch Auto Parts,[],[]
Newsstand,[],[]
Lids,[],[]
Krispy Kreme,[],"['Au Bon Pain', 'The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'BurgerFi', ""Auntie Anne's"", ""Dunkin' Donuts"", 'Tim Hortons', 'Caffé Venice', 'La Colombe Coffee Roasters', ""McDonald's"", 'Starbucks Reserve', 'Johnny Rockets', ""Peet's Coffee"", 'Blue Bottle Coffee', 'The Counter']"
LabCorp,[],[]
DoubleTree,[],"['Econo Lodge', 'Sheraton']"
Las Margaritas,[],[]
Pandora,[],[]
Madewell,[],[]
American Eagle Outfitters,[],"[""Carter's"", ""BJ's Wholesale Club"", 'Nordstrom Rack', 'Five Below', 'GameStop', 'Advance Auto Parts', 'Skechers', 'Western Union', 'Extra Space Storage', 'Sally Beauty', 'Planet Fitness', 'Gap', 'City National Bank', ""Victoria's Secret"", 'Dollar Tree', 'Staples', 'Hertz', ""Papa John's"", 'Bed Bath & Beyond', 'WebsterBank', 'Panera Bread', 'Buffalo Wild Wings', 'Rent-A-Center', 'Guess', 'Wingstop', ""Kohl's"", 'Under Armour', 'Fossil', 'Comfort Inn', 'Barneys New York', 'Urban Outfitters', 'Foot Locker', 'CubeSmart', 'Life Storage', 'Michaels', 'Michael Kors', 'Harley-Davidson', 'Crocs']"
Portabella,[],[]
Medical Office,[],[]
Residence Inn,[],"['Econo Lodge', 'Sheraton']"
P. C. Richard & Son,[],[]
Auntie Anne's,[],"['Dollar Tree', 'Dollar General', 'Jollibee', 'Chipotle', 'BurgerFi', 'Krispy Kreme', 'Target', ""Lowe's"", 'The Home Depot', ""Dunkin' Donuts"", ""McDonald's"", 'Starbucks Reserve', 'Johnny Rockets', 'ALDI', 'Le Pain Quotidien', 'Subway', 'The Counter']"
Michael Kors,[],"[""Carter's""]"
Tiny Purple Pantry,[],[]
Chevrolet,[],['Volkswagen']
Champion Pizza,[],[]
Costco,[],['Starbucks Reserve']
Parts Authority,[],[]
Perfect Brows,[],[]
Public School 125 Playground,[],[]
BJ's Wholesale Club,[],"[""Carter's""]"
Amoco,[],[]
Verizon Wireless,[],[]
Artichoke Basille's Pizza,[],[]
Baked by Melissa,[],[]
Cafe Metro,[],[]
JAG-ONE Physical Therapy,[],[]
Lot-Less Closeouts,[],[]
Magnolia Bakery,[],[]
Serafina,[],[]
The Dermatology Specialists,[],[]
Nordstrom Rack,[],"['Starbucks Reserve', ""Carter's"", 'Barneys New York']"
USA Vein Clinics,[],[]
Charles B. Wang Community Health Center,[],[]
National Park Service,[],"['Greenacre Park', 'Econo Lodge', 'Central Park Carousel', 'Riverside Park (Manhattan)', 'Dante Park']"
Carter's,[],"[""BJ's Wholesale Club"", 'Nordstrom Rack', 'Five Below', 'GameStop', 'Advance Auto Parts', 'Skechers', 'Western Union', 'Extra Space Storage', 'Sally Beauty', 'Planet Fitness', 'Gap', 'City National Bank', ""Victoria's Secret"", 'Dollar Tree', 'Staples', 'Hertz', ""Papa John's"", 'Bed Bath & Beyond', 'WebsterBank', 'Panera Bread', 'Buffalo Wild Wings', 'Rent-A-Center', 'Guess', 'Wingstop', ""Kohl's"", 'Under Armour', 'Fossil', 'Comfort Inn', 'Barneys New York', 'Urban Outfitters', 'Foot Locker', 'American Eagle Outfitters', 'CubeSmart', 'Life Storage', 'Michaels', 'Michael Kors', 'Harley-Davidson', 'Crocs']"
Levain Bakery,[],[]
Lush,[],[]
Bond Vet,[],[]
La Bagel Delight,[],[]
BMW,[],"['Toyota', 'Honda', 'Volkswagen', 'Harley-Davidson', 'Hugo Boss']"
The Salvation Army,[],[]
Guess,[],[]
Parsons School of Design,[],[]
Redbox,[],[]
Tacombi,[],[]
La Quinta Inn,[],"['Econo Lodge', 'Sheraton']"
Cibo Express,[],[]
Pro Health Urgent Care,[],[]
Men's Wearhouse,[],['Barneys New York']
Felice,[],[]
Steve Madden,[],['Eileen Fisher']
New York Sports Clubs,[],[]
Halal Cart,[],[]
Manhattan Mini Storage,[],[]
Veterinary Emergency Group,[],[]
Melt Shop,[],[]
Breads Bakery,[],[]
Amazon Hub,[],[]
Gentle Dental Care,[],[]
Sally Beauty,[],['Barneys New York']
Cole Haan,[],[]
Rag & Bone,[],[]
Kennedy Chicken,[],[]
The Food Emporium,[],[]
Kay Jewelers,[],[]
Beansprouts,[],[]
Aerie,[],[]
Amazing Savings,[],[]
Hollister,[],['Barneys New York']
Super Fresh,[],[]
JCPenney,[],['Barneys New York']
Westville,[],[]
Visionworks,[],[]
Dos Caminos,[],[]
The Meatball Shop,[],[]
Sakura,[],[]
Sant Ambroeus,[],[]
Gotham Pizza,[],[]
Fay Da Bakery,[],[]
Wyndham Garden,[],[]
Oslo Coffee Roasters,[],[]
Nissan,[],"['Volkswagen', 'Sony']"
Taïm,[],[]
Fairway Market,[],[]
Matto Espresso,[],[]
China King,[],[]
Chuck E. Cheese's,[],"['Sbarro', 'Red Lobster', 'California Pizza Kitchen', ""TGI Friday's""]"
Go! Go! Curry!,[],[]
beacon's closet,[],[]
Champions Martial Arts,[],[]
Sugar Factory,[],[]
Two Boots Pizza,[],[]
Sal's Pizzeria,[],[]
Oaxaca Taqueria,[],[]
Junior's,[],[]
Banter,[],[]
The Grey Dog,[],[]
Quik Park,[],[]
Budget,[],[]
Luigi's Pizza,[],[]
Sweet Brook Bluebelt,[],[]
Papyrus,[],[]
Pharmacy,[],[]
New York Foam Company 81,[],[]
Family Medical Care,[],[]
Red Mango,[],"['Baskin-Robbins', 'Cold Stone Creamery', 'BurgerFi', 'Pinkberry', ""Ben & Jerry's"", 'Johnny Rockets', 'The Counter']"
Bond no. 9,[],[]
Municipal Credit Union,[],[]
Sheraton,[],"['Econo Lodge', 'Fairfield Inn', 'Hampton', 'Cambria Hotel', 'Marriott', 'Hyatt Centric', 'DoubleTree', 'Conrad', 'Holiday Inn Express', 'Hyatt Place', 'citizenM', 'Ramada', 'Aloft', 'The Ritz-Carlton', 'Westin', 'Hotel Indigo', 'Hilton Garden Inn', 'Wingate', 'Crowne Plaza', 'Millennium', 'Residence Inn', 'Four Seasons', 'Radisson', 'W Hotels', 'Four Points by Sheraton', 'Days Inn', 'La Quinta Inn', 'RIU', 'Ace Hotel', 'Rodeway Inn', 'Super 8', 'InterContinental', 'Best Western', 'Comfort Inn', 'Homewood Suites', 'EVEN Hotels', 'SpringHill Suites', 'Courtyard', 'TownePlace Suites', 'Renaissance', 'Hard Rock Cafe']"
Valley Bank,[],[]
City Chemist,[],[]
Tony's Pizza,[],[]
Pet Central,[],[]
Qdoba,[],"['Chipotle', 'BurgerFi', 'Red Lobster', ""TGI Friday's"", 'Johnny Rockets', 'Taco Bell', 'The Counter']"
Audi,[],"['Hugo Boss', 'Volkswagen']"
World Bean,[],[]
Allen Edmonds,[],"['Under Armour', 'Reebok', 'The North Face', 'Champion', 'Vans', 'Adidas', 'Onitsuka Tiger', 'Skechers', 'Crocs']"
Doughnut Plant,[],[]
Club Pilates,[],[]
Oasis,[],[]
SP+,[],[]
Artichoke Pizza,[],[]
Sunglass Hut,[],[]
claire's,[],['Barneys New York']
Sherman Creek,[],[]
Champion's Martial Arts,[],[]
Maison Kayser,[],[]
Toyota,[],"['Lexus', 'Sony', 'BMW', 'Volkswagen', 'Subaru', 'Mazda']"
The Little Beet,[],[]
RadioShack,[],['Barneys New York']
Pokéworks,[],[]
Red Lobster,[],"['California Pizza Kitchen', 'CAVA', ""Morton's The Steakhouse"", 'Shake Shack', 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'The Halal Guys', ""TGI Friday's"", 'Outback Steakhouse', 'Hooters', 'Au Bon Pain', 'Just Salad', 'Five Guys', 'Pizza Hut', ""Nathan's"", ""Dave & Buster's"", 'BurgerFi', ""Xi'an Famous Foods"", 'Sbarro', 'Pret A Manger', 'Panera Bread', ""Denny's"", 'Buffalo Wild Wings', ""Applebee's Neighborhood Grill & Bar"", ""Chili's"", 'Boston Market', 'Johnny Rockets', 'Wingstop', 'Wagamama', 'Charleys Philly Steaks', 'The Counter', 'Così', 'Potbelly', 'Chipotle', 'Smashburger', 'Olive Garden', 'Chopt', 'Perkins', ""Miller's Ale House"", 'Qdoba', ""Chuck E. Cheese's"", 'Golden Corral', 'IHOP', 'Le Bernardin', 'Tropical Smoothie Cafe', 'Hard Rock Cafe']"
Amorino,[],[]
Suboxone Treatment Clinic,[],[]
Poke Bowl,[],[]
Gas Sale,[],[]
Chelsea Waterside Park,[],[]
Southridge Cooperative Section 1,[],[]
Washington Park,[],[]
Smoke Shop,[],[]
Our Lady of Grace School,[],[]
Jamaica First Parking,[],[]
Radisson,[],['Econo Lodge']
Quality Inn,[],[]
Hotel Indigo,[],['Econo Lodge']
Hyatt,[],[]
Amalgamated Bank,[],[]
Triborough Bridge Playground B,[],[]
Potters Field,[],[]
Riverdale Park,[],[]
Harbor Fitness,[],[]
JFK Long Term Parking (Private),[],[]
Tiger Sugar,[],[]
Bravo Pizza,[],[]
Ninth Street Espresso,[],[]
Days Inn,[],['Econo Lodge']
Hyundai,[],['Volkswagen']
Anthropologie,[],[]
Zumiez,[],['Starbucks Reserve']
Connecticut Muffin,[],[]
Loft,[],[]
Kumo Sushi,[],[]
Ralph Lauren,[],[]
Heavenly Market,[],[]
D2,[],[]
Dog Run,[],[]
TGI Friday's,[],"['California Pizza Kitchen', 'CAVA', 'Eileen Fisher', ""Morton's The Steakhouse"", 'Shake Shack', 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'The Halal Guys', 'Outback Steakhouse', 'Hooters', 'Au Bon Pain', 'Just Salad', 'Five Guys', 'Pizza Hut', ""Nathan's"", ""Dave & Buster's"", 'BurgerFi', ""Xi'an Famous Foods"", 'Sbarro', 'New York City Department of Parks and Recreation', 'Pret A Manger', 'Panera Bread', ""Denny's"", 'Buffalo Wild Wings', ""Applebee's Neighborhood Grill & Bar"", ""Chili's"", 'Boston Market', 'Johnny Rockets', 'Wingstop', 'Wagamama', 'Charleys Philly Steaks', 'The Counter', 'Così', 'Potbelly', 'Chipotle', 'Smashburger', 'Olive Garden', 'Chopt', 'Perkins', 'Red Lobster', ""Miller's Ale House"", 'Qdoba', ""Chuck E. Cheese's"", 'Golden Corral', 'IHOP', 'Le Bernardin', 'Tropical Smoothie Cafe', 'Hard Rock Cafe']"
Connolly's,[],[]
Great Wall,[],[]
Ashley HomeStore,[],[]
Met,[],[]
El Castillo,[],[]
Secret Garden,[],[]
NYSC,[],[]
