Region,Nearby,Similar
Marine Park-Mill Basin-Bergen Beach_1045,"['Marine Park-Mill Basin-Bergen Beach_1037', 'Marine Park-Mill Basin-Bergen Beach_1039', 'Marine Park-Mill Basin-Bergen Beach_1042', 'Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1048', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1056', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Flatlands_1078', 'Flatlands_1081', 'Flatlands_2016', 'Flatlands_2102', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1046,"['Marine Park-Mill Basin-Bergen Beach_1037', 'Marine Park-Mill Basin-Bergen Beach_1039', 'Marine Park-Mill Basin-Bergen Beach_1041', 'Marine Park-Mill Basin-Bergen Beach_1042', 'Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1048', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1057', 'Flatlands_1081', 'Flatlands_2016', 'Flatlands_2102', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1047,"['Marine Park-Mill Basin-Bergen Beach_1037', 'Madison_1038', 'Marine Park-Mill Basin-Bergen Beach_1039', 'Marine Park-Mill Basin-Bergen Beach_1041', 'Marine Park-Mill Basin-Bergen Beach_1042', 'Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1048', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_2102', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1048,"['Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1036', 'Marine Park-Mill Basin-Bergen Beach_1037', 'Madison_1038', 'Marine Park-Mill Basin-Bergen Beach_1039', 'Marine Park-Mill Basin-Bergen Beach_1042', 'Marine Park-Mill Basin-Bergen Beach_1043', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1049,"['Marine Park-Mill Basin-Bergen Beach_1037', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1048', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1050,"['Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1048', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Barren Island-Floyd Bennett Field_1069', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1051,"['Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1056', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1060', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Marine Park-Plumb Island_2235']",[]
Flatlands_1052,"['Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1057', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1081', 'Marine Park-Plumb Island_2235']",[]
Flatlands_1053,"['Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1047', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1057', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_2016', 'Flatlands_2102']",[]
Flatlands_1054,"['Flatlands_1044', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1057', 'Flatlands_1060', 'Flatlands_1061', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_2016', 'Flatlands_2102']",[]
Flatlands_1055,"['Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1056', 'Flatlands_1057', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1174', 'Canarsie_1176', 'Canarsie_1196']",[]
Flatlands_1056,"['Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1057', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Flatlands_1073', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079']","['Midwood_318', 'Concourse-Concourse Village_348', 'Soundview-Bruckner-Bronx River_370', 'Bath Beach_676', 'Borough Park_730', 'Bedford-Stuyvesant (East)_764', 'Bedford-Stuyvesant (East)_766', 'Ocean Hill_842', 'East Flatbush-Farragut_1128', 'East Flatbush-Rugby_1135', 'East Flatbush-Rugby_1138', 'Prospect Lefferts Gardens-Wingate_1143', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1336', 'South Richmond Hill_1493', 'South Ozone Park_1495', 'St. Albans_1636', 'Corona_1647', 'Hollis_1699', 'East Flushing_1948']"
Flatlands_1057,"['Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065']",[]
Marine Park-Mill Basin-Bergen Beach_1058,"['Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1057', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Marine Park-Mill Basin-Bergen Beach_1071', 'Marine Park-Plumb Island_2235']",[]
Flatlands_1059,"['Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1068']",[]
Flatlands_1060,"['Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Flatlands_1073']","['Soundview-Bruckner-Bronx River_278', 'Dyker Heights_706', 'Dyker Heights_708', 'Gravesend (East)-Homecrest_862', 'Flatlands_1078', 'East Flatbush-Rugby_1134', 'East Flatbush-Rugby_1146', 'Canarsie_1185', 'Canarsie_1211', 'St. Albans_1711', 'Cambria Heights_1767', 'Forest Hills_1826']"
Flatlands_1061,"['Flatlands_1052', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1060', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1077', 'Flatlands_1078', 'Canarsie_1196']",[]
Marine Park-Mill Basin-Bergen Beach_1062,"['Flatlands_1055', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1066', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1077', 'Flatlands_1174', 'Canarsie_1176', 'Canarsie_1178', 'Canarsie_1195', 'Canarsie_1196', 'Canarsie_1197']",[]
Marine Park-Mill Basin-Bergen Beach_1063,"['Flatlands_1055', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1066', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Marine Park-Mill Basin-Bergen Beach_1071', 'McGuire Fields_1072', 'Flatlands_1073', 'Canarsie_1195', 'Canarsie_1196', 'Canarsie_1197', 'Canarsie_1208', 'Canarsie Park & Pier_1210']",['West New Brighton-Silver Lake-Grymes Hill_1305']
Carroll Gardens-Cobble Hill-Gowanus-Red Hook_1064,"['Carroll Gardens-Cobble Hill-Gowanus-Red Hook_585', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_604', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_609', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_631', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_632', 'Park Slope_641', 'Park Slope_643', 'Park Slope_645', 'Park Slope_647', 'Windsor Terrace-South Slope_648', 'Sunset Park (West)_650', 'Sunset Park (West)_651', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_1067', 'Sunset Park (West)_1894', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_2010', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_2011', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_2303']",[]
Marine Park-Mill Basin-Bergen Beach_1065,"['Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1049', 'Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Flatlands_1052', 'Flatlands_1056', 'Flatlands_1057', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1066', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Barren Island-Floyd Bennett Field_1069', 'Marine Park-Mill Basin-Bergen Beach_1071', 'Marine Park-Plumb Island_2235']",[]
Marine Park-Mill Basin-Bergen Beach_1066,"['Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Marine Park-Mill Basin-Bergen Beach_1071', 'McGuire Fields_1072', 'Canarsie_1196', 'Canarsie Park & Pier_1210']",[]
Carroll Gardens-Cobble Hill-Gowanus-Red Hook_1067,"['Sunset Park (West)_561', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_581', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_585', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_586', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_587', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_594', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_609', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_631', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_632', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_1064', 'Sunset Park (West)_1894', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_2010', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_2011']",[]
Marine Park-Mill Basin-Bergen Beach_1068,"['Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1051', 'Marine Park-Mill Basin-Bergen Beach_1058', 'Flatlands_1059', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1066', 'Barren Island-Floyd Bennett Field_1069', 'Marine Park-Mill Basin-Bergen Beach_1071', 'McGuire Fields_1072', 'Marine Park-Plumb Island_2235']","['Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1036', 'Harlem (North)_2085', 'Bensonhurst_2157']"
Barren Island-Floyd Bennett Field_1069,"['Marine Park-Mill Basin-Bergen Beach_1050', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1068', 'McGuire Fields_1072', 'Marine Park-Plumb Island_2235']","['Kingsbridge Heights-Van Cortlandt Village_424', 'Ocean Hill_840', 'Madison_1038', 'St. George-New Brighton_1294']"
Jamaica Bay (West)_1070,['Jamaica Bay (East)_1921'],[]
Marine Park-Mill Basin-Bergen Beach_1071,"['Marine Park-Mill Basin-Bergen Beach_1058', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1065', 'Marine Park-Mill Basin-Bergen Beach_1066', 'Marine Park-Mill Basin-Bergen Beach_1068', 'McGuire Fields_1072', 'Canarsie_1196', 'Canarsie Park & Pier_1210']",[]
McGuire Fields_1072,"['Marine Park-Mill Basin-Bergen Beach_1063', 'Marine Park-Mill Basin-Bergen Beach_1066', 'Marine Park-Mill Basin-Bergen Beach_1068', 'Barren Island-Floyd Bennett Field_1069', 'Marine Park-Mill Basin-Bergen Beach_1071', 'Canarsie_1196', 'Canarsie Park & Pier_1210']","['Williamsbridge-Olinville_11', 'Harlem (North)_196', 'Harlem (North)_213', 'Soundview-Clason Point_244', 'Mott Haven-Port Morris_256', 'Hunts Point_302', 'Claremont Park_341', 'Highbridge_365', 'Mount Hope_383', 'Mount Eden-Claremont (West)_388', 'Mount Hope_390', 'Mount Hope_392', 'University Heights (North)-Fordham_412', 'Riverdale-Spuyten Duyvil_439', 'Eastchester-Edenwald-Baychester_549', 'Bay Ridge_649', 'Borough Park_720', 'Lincoln Terrace Park_834', 'Mapleton-Midwood (West)_926', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1027', 'Flatbush_1091', 'East Flatbush-Farragut_1098', 'East Flatbush-Farragut_1103', 'East Flatbush-Remsen Village_1168', 'Flatlands_1174', 'Canarsie_1188', 'Canarsie Park & Pier_1210', 'Shirley Chisholm State Park_1219', 'Spring Creek-Starrett City_1220', 'East New York (North)_1240', 'East New York (North)_1243', 'East New York (North)_1244', 'East New York-City Line_1262', 'East New York-City Line_1268', 'East New York-City Line_1272', 'St. George-New Brighton_1275', 'West New Brighton-Silver Lake-Grymes Hill_1290', 'West New Brighton-Silver Lake-Grymes Hill_1298', ""Annadale-Huguenot-Prince's Bay-Woodrow_1326"", 'Arden Heights-Rossville_1329', ""Annadale-Huguenot-Prince's Bay-Woodrow_1333"", 'Claremont Village-Claremont (East)_1351', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1384', 'South Ozone Park_1442', 'Astoria (North)-Ditmars-Steinway_1443', 'Richmond Hill_1473', 'St. Albans_1639', 'Elmhurst_1664', 'Elmhurst_1670', 'Ridgewood_1724', 'Queens Village_1749', 'Glendale_1783', 'Forest Hills_1825', 'Flushing-Willets Point_1847', 'South Ozone Park_1857', 'Jacob Riis Park-Fort Tilden-Breezy Point Tip_1873', 'Rockaway Community Park_1897', 'Fort Totten_1905', 'Far Rockaway-Bayswater_1912', 'Whitestone-Beechhurst_1916', 'Murray Hill-Broadway Flushing_1918', 'Murray Hill-Broadway Flushing_1919', 'Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1920', 'Murray Hill-Broadway Flushing_1928', 'East Flushing_1944', 'Cunningham Park_1959', 'University Heights (South)-Morris Heights_2001', 'Bath Beach_2044', 'Douglaston-Little Neck_2059', 'St. Albans_2071', 'St. Albans_2072', 'Prospect Lefferts Gardens-Wingate_2086', 'Highbridge_2096', 'Parkchester_2105', 'Springfield Gardens (South)-Brookville_2163', 'Hunts Point_2172', ""Mariner's Harbor-Arlington-Graniteville_2185"", 'Whitestone-Beechhurst_2220', 'Kew Gardens_2271', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_2324']"
Flatlands_1073,"['Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1060', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Marine Park-Mill Basin-Bergen Beach_1063', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1174', 'Canarsie_1176', 'Canarsie_1178', 'Canarsie_1196']",[]
Flatlands_1074,"['Flatlands_1054', 'Flatlands_1055', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Flatlands_1073', 'Flatlands_1075', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'East Flatbush-Farragut_1126', 'East Flatbush-Farragut_1169', 'Flatlands_1173', 'Flatlands_1174', 'Canarsie_1176', 'Canarsie_1177', 'Canarsie_1178', 'Canarsie_1196']",[]
Flatlands_1075,"['Flatlands_1055', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'East Flatbush-Farragut_1126', 'East Flatbush-Farragut_1127', 'East Flatbush-Farragut_1128', 'East Flatbush-Farragut_1129', 'East Flatbush-Farragut_1169', 'Flatlands_1173', 'Flatlands_1174', 'East Flatbush-Rugby_1175', 'Canarsie_1176', 'Canarsie_1196']",[]
Flatlands_1076,"['Flatlands_1054', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_1082', 'Flatlands_1096', 'East Flatbush-Farragut_1097', 'East Flatbush-Farragut_1098', 'East Flatbush-Farragut_1099', 'East Flatbush-Farragut_1125', 'East Flatbush-Farragut_1126', 'East Flatbush-Farragut_1127', 'East Flatbush-Farragut_1128', 'East Flatbush-Farragut_1169', 'Flatlands_1173']",[]
Flatlands_1077,"['Flatlands_1044', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1061', 'Marine Park-Mill Basin-Bergen Beach_1062', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1076', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_1096', 'East Flatbush-Farragut_1126', 'East Flatbush-Farragut_1169', 'Flatlands_1173', 'Flatlands_1174', 'Canarsie_1176', 'Canarsie_1178', 'Canarsie_1196']","['Bay Ridge_580', 'Forest Hills_1823']"
Flatlands_1078,"['Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1055', 'Flatlands_1056', 'Flatlands_1061', 'Flatlands_1073', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_2016', 'Flatlands_2102']","['Soundview-Bruckner-Bronx River_278', 'Dyker Heights_706', 'Dyker Heights_708', 'Gravesend (East)-Homecrest_862', 'Flatlands_1060', 'East Flatbush-Rugby_1134', 'East Flatbush-Rugby_1146', 'Canarsie_1185', 'Canarsie_1211', 'St. Albans_1711', 'Cambria Heights_1767', 'Forest Hills_1826']"
Flatlands_1079,"['Flatlands_1044', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1056', 'Flatlands_1074', 'Flatlands_1075', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_1082', 'Flatlands_1096', 'East Flatbush-Farragut_1097', 'East Flatbush-Farragut_1126', 'East Flatbush-Farragut_1169', 'Flatlands_2016']",[]
Flatlands_1080,"['Flatlands_1044', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1081', 'Flatlands_1082', 'Flatlands_1083', 'Flatbush_1095', 'Flatlands_1096', 'East Flatbush-Farragut_1097', 'East Flatbush-Farragut_1099', 'East Flatbush-Farragut_1126', 'Flatlands_2016', 'Flatlands_2101']",[]
Flatlands_1081,"['Marine Park-Mill Basin-Bergen Beach_1042', 'Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1044', 'Marine Park-Mill Basin-Bergen Beach_1045', 'Marine Park-Mill Basin-Bergen Beach_1046', 'Flatlands_1052', 'Flatlands_1053', 'Flatlands_1054', 'Flatlands_1076', 'Flatlands_1077', 'Flatlands_1078', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1082', 'Flatlands_1083', 'Flatlands_1096', 'Flatlands_2016', 'Flatlands_2101', 'Flatlands_2102']","['South Ozone Park_1444', 'South Richmond Hill_1466', 'St. Albans_1708', 'Flushing-Willets Point_2248']"
Flatlands_1082,"['Midwood_318', 'Flatlands_1076', 'Flatlands_1079', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_1083', 'Midwood_1084', 'Flatbush_1094', 'Flatbush_1095', 'Flatlands_1096', 'East Flatbush-Farragut_1097', 'East Flatbush-Farragut_1099', 'Flatbush_1100', 'East Flatbush-Farragut_1101', 'Flatlands_2016', 'Flatlands_2101', 'Flatlands_2102']","['Soundview-Clason Point_264', 'Concourse-Concourse Village_346', 'Pelham Parkway-Van Nest_394', 'University Heights (South)-Morris Heights_403', 'Pelham Gardens_442', 'Dyker Heights_699', 'Gravesend (East)-Homecrest_866', 'Bushwick (East)_880', 'Bensonhurst_901', 'Flatbush_1102', 'East Flatbush-Rugby_1136', 'Woodhaven_1392', 'Richmond Hill_1405', 'Ozone Park (North)_1411', 'Springfield Gardens (South)-Brookville_1790', 'Borough Park_1876', 'Bay Ridge_2284']"
Flatlands_1083,"['Midwood_318', 'Midwood_319', 'Flatlands_1080', 'Flatlands_1081', 'Flatlands_1082', 'Midwood_1084', 'Midwood_1085', 'Midwood_1086', 'Flatbush_1094', 'Flatbush_1095', 'Flatlands_1096', 'East Flatbush-Farragut_1097', 'East Flatbush-Farragut_1099', 'Flatbush_1100', 'East Flatbush-Farragut_1101', 'Flatlands_2016', 'Flatlands_2101', 'Flatlands_2102']",['Gravesend (East)-Homecrest_2186']
Midwood_1084,"['Midwood_318', 'Midwood_319', 'Madison_1040', 'Marine Park-Mill Basin-Bergen Beach_1041', 'Marine Park-Mill Basin-Bergen Beach_1042', 'Marine Park-Mill Basin-Bergen Beach_1043', 'Flatlands_1082', 'Flatlands_1083', 'Midwood_1085', 'Midwood_1086', 'Midwood_1087', 'Midwood_1088', 'Midwood_1089', 'Flatbush_1094', 'Flatbush_1095', 'Flatlands_2016', 'Flatlands_2101', 'Flatlands_2102']",[]
